"statement.id","headline.id","resp.id","survey.id","contest","statemtrue","belief.orig","round","pr.true","pr.true.prev","news.source","pid.summ"
1,NA,263,"tess",4,1,88,1,88,NA,NA,"Neither"
1,NA,266,"tess",1,1,90,1,90,NA,NA,"Democrat"
1,NA,296,"tess",1,1,50,1,50,NA,NA,"Republican"
1,NA,299,"tess",4,0,80,1,20,NA,NA,"Democrat"
1,NA,301,"tess",2,0,70,1,30,NA,NA,"Democrat"
1,NA,308,"tess",3,0,93,1,7,NA,NA,"Democrat"
1,NA,315,"tess",1,1,45,1,45,NA,NA,"Democrat"
1,NA,334,"tess",3,1,80,1,80,NA,NA,"Democrat"
1,NA,336,"tess",3,0,90,1,10,NA,NA,"Republican"
1,NA,342,"tess",4,0,90,1,10,NA,NA,"Democrat"
1,NA,347,"tess",2,1,39,1,39,NA,NA,"Democrat"
1,NA,363,"tess",3,0,100,1,0,NA,NA,"Republican"
1,NA,366,"tess",3,0,97,1,3,NA,NA,"Democrat"
1,NA,372,"tess",3,1,50,1,50,NA,NA,"Republican"
1,NA,379,"tess",1,0,85,1,15,NA,NA,"Democrat"
1,NA,389,"tess",1,0,60,1,40,NA,NA,"Democrat"
1,NA,397,"tess",2,0,0,1,100,NA,NA,"Democrat"
1,NA,399,"tess",2,0,27,1,73,NA,NA,"Neither"
1,NA,405,"tess",3,0,100,1,0,NA,NA,"Republican"
1,NA,413,"tess",4,0,83,1,17,NA,NA,"Democrat"
1,NA,421,"tess",1,1,95,1,95,NA,NA,"Democrat"
1,NA,426,"tess",1,0,70,1,30,NA,NA,"Republican"
1,NA,430,"tess",1,1,61,1,61,NA,NA,"Republican"
1,NA,431,"tess",4,0,45,1,55,NA,NA,"Democrat"
1,NA,440,"tess",3,1,1,1,1,NA,NA,"Democrat"
1,NA,443,"tess",4,0,100,1,0,NA,NA,"Republican"
1,NA,450,"tess",3,1,10,1,10,NA,NA,"Republican"
1,NA,461,"tess",3,0,100,1,0,NA,NA,"Republican"
1,NA,478,"tess",4,1,28,1,28,NA,NA,"Democrat"
1,NA,482,"tess",3,1,80,1,80,NA,NA,"Democrat"
1,NA,485,"tess",2,0,56,1,44,NA,NA,"Democrat"
1,NA,491,"tess",4,1,54,1,54,NA,NA,"Neither"
1,NA,493,"tess",3,1,80,1,80,NA,NA,"Republican"
1,NA,502,"tess",1,0,50,1,50,NA,NA,"Democrat"
1,NA,503,"tess",2,1,50,1,50,NA,NA,"Republican"
1,NA,508,"tess",1,0,100,1,0,NA,NA,"Republican"
1,NA,509,"tess",3,0,90,1,10,NA,NA,"Democrat"
1,NA,512,"tess",4,0,90,1,10,NA,NA,"Democrat"
1,NA,516,"tess",3,0,6,1,94,NA,NA,"Democrat"
1,NA,522,"tess",1,1,100,1,100,NA,NA,"Democrat"
1,NA,530,"tess",1,0,8,1,92,NA,NA,"Republican"
1,NA,541,"tess",3,0,0,1,100,NA,NA,"Democrat"
1,NA,542,"tess",3,0,99,1,1,NA,NA,"Republican"
1,NA,549,"tess",2,1,53,1,53,NA,NA,"Democrat"
1,NA,550,"tess",1,1,79,1,79,NA,NA,"Republican"
1,NA,567,"tess",1,1,0,1,0,NA,NA,"Democrat"
1,NA,573,"tess",1,0,100,1,0,NA,NA,"Democrat"
1,NA,574,"tess",4,1,58,1,58,NA,NA,"Democrat"
1,NA,584,"tess",2,0,35,1,65,NA,NA,"Democrat"
1,NA,589,"tess",2,0,89,1,11,NA,NA,"Republican"
1,NA,591,"tess",4,1,52,1,52,NA,NA,"Democrat"
1,NA,596,"tess",2,1,100,1,100,NA,NA,"Democrat"
1,NA,600,"tess",1,1,100,1,100,NA,NA,"Republican"
1,NA,602,"tess",4,0,71,1,29,NA,NA,"Democrat"
1,NA,603,"tess",1,0,80,1,20,NA,NA,"Democrat"
1,NA,608,"tess",3,0,20,1,80,NA,NA,"Democrat"
1,NA,611,"tess",2,0,64,1,36,NA,NA,"Republican"
1,NA,617,"tess",1,0,100,1,0,NA,NA,"Republican"
1,NA,622,"tess",2,0,8,1,92,NA,NA,"Democrat"
1,NA,627,"tess",2,0,66,1,34,NA,NA,"Democrat"
1,NA,633,"tess",1,1,50,1,50,NA,NA,"Democrat"
1,NA,638,"tess",3,0,42,1,58,NA,NA,"Republican"
1,NA,639,"tess",3,1,100,1,100,NA,NA,"Democrat"
1,NA,649,"tess",1,0,99,1,1,NA,NA,"Democrat"
1,NA,675,"tess",3,0,70,1,30,NA,NA,"Democrat"
1,NA,680,"tess",4,1,44,1,44,NA,NA,"Republican"
1,NA,684,"tess",3,0,70,1,30,NA,NA,"Republican"
1,NA,689,"tess",1,0,20,1,80,NA,NA,"Democrat"
1,NA,693,"tess",1,0,100,1,0,NA,NA,"Republican"
1,NA,702,"tess",1,1,84,1,84,NA,NA,"Democrat"
1,NA,709,"tess",2,1,88,1,88,NA,NA,"Republican"
1,NA,711,"tess",3,0,82,1,18,NA,NA,"Democrat"
1,NA,717,"tess",1,0,95,1,5,NA,NA,"Republican"
1,NA,727,"tess",1,1,2,1,2,NA,NA,"Republican"
1,NA,728,"tess",3,1,94,1,94,NA,NA,"Democrat"
1,NA,734,"tess",3,0,93,1,7,NA,NA,"Republican"
1,NA,740,"tess",4,0,99,1,1,NA,NA,"Democrat"
1,NA,752,"tess",4,0,50,1,50,NA,NA,"Democrat"
1,NA,753,"tess",2,0,95,1,5,NA,NA,"Republican"
1,NA,766,"tess",4,1,33,1,33,NA,NA,"Republican"
1,NA,770,"tess",2,1,100,1,100,NA,NA,"Democrat"
1,NA,771,"tess",2,0,75,1,25,NA,NA,"Democrat"
1,NA,772,"tess",4,1,4,1,4,NA,NA,"Republican"
1,NA,773,"tess",4,0,100,1,0,NA,NA,"Democrat"
1,NA,783,"tess",2,0,97,1,3,NA,NA,"Democrat"
1,NA,786,"tess",2,0,10,1,90,NA,NA,"Republican"
1,NA,794,"tess",3,0,79,1,21,NA,NA,"Democrat"
1,NA,803,"tess",4,0,61,1,39,NA,NA,"Democrat"
1,NA,804,"tess",1,1,28,1,28,NA,NA,"Democrat"
1,NA,806,"tess",1,1,50,1,50,NA,NA,"Democrat"
1,NA,823,"tess",2,1,84,1,84,NA,NA,"Democrat"
1,NA,828,"tess",2,0,97,1,3,NA,NA,"Neither"
1,NA,829,"tess",2,0,90,1,10,NA,NA,"Neither"
1,NA,836,"tess",3,1,98,1,98,NA,NA,"Democrat"
1,NA,845,"tess",3,1,75,1,75,NA,NA,"Republican"
1,NA,847,"tess",2,0,78,1,22,NA,NA,"Democrat"
1,NA,851,"tess",4,1,50,1,50,NA,NA,"Republican"
1,NA,852,"tess",3,0,100,1,0,NA,NA,"Democrat"
1,NA,855,"tess",1,1,5,1,5,NA,NA,"Republican"
1,NA,857,"tess",2,1,91,1,91,NA,NA,"Democrat"
1,NA,861,"tess",1,0,50,1,50,NA,NA,"Democrat"
1,NA,878,"tess",1,0,90,1,10,NA,NA,"Democrat"
1,NA,883,"tess",4,1,25,1,25,NA,NA,"Democrat"
1,NA,886,"tess",4,0,50,1,50,NA,NA,"Republican"
1,NA,890,"tess",1,0,4,1,96,NA,NA,"Republican"
1,NA,891,"tess",4,1,91,1,91,NA,NA,"Republican"
1,NA,895,"tess",3,0,50,1,50,NA,NA,"Democrat"
1,NA,898,"tess",4,0,51,1,49,NA,NA,"Republican"
1,NA,903,"tess",4,0,66,1,34,NA,NA,"Republican"
1,NA,912,"tess",4,0,50,1,50,NA,NA,"Democrat"
1,NA,918,"tess",1,1,79,1,79,NA,NA,"Republican"
1,NA,919,"tess",4,1,99,1,99,NA,NA,"Democrat"
1,NA,922,"tess",2,1,39,1,39,NA,NA,"Republican"
1,NA,928,"tess",1,0,91,1,9,NA,NA,"Republican"
1,NA,943,"tess",3,0,80,1,20,NA,NA,"Republican"
1,NA,950,"tess",2,0,88,1,12,NA,NA,"Democrat"
1,NA,952,"tess",1,0,50,1,50,NA,NA,"Republican"
1,NA,958,"tess",2,1,5,1,5,NA,NA,"Democrat"
1,NA,961,"tess",2,1,51,1,51,NA,NA,"Democrat"
1,NA,968,"tess",2,0,99,1,1,NA,NA,"Democrat"
1,NA,978,"tess",1,1,44,1,44,NA,NA,"Democrat"
1,NA,985,"tess",1,1,99,1,99,NA,NA,"Republican"
1,NA,990,"tess",1,1,61,1,61,NA,NA,"Republican"
1,NA,997,"tess",4,0,98,1,2,NA,NA,"Democrat"
1,NA,1018,"tess",3,1,49,1,49,NA,NA,"Republican"
1,NA,1020,"tess",1,0,90,1,10,NA,NA,"Republican"
1,NA,1031,"tess",1,0,25,1,75,NA,NA,"Democrat"
1,NA,1035,"tess",3,1,60,1,60,NA,NA,"Democrat"
1,NA,1036,"tess",4,0,30,1,70,NA,NA,"Republican"
1,NA,1046,"tess",3,0,3,1,97,NA,NA,"Republican"
1,NA,1047,"tess",4,0,24,1,76,NA,NA,"Republican"
1,NA,1051,"tess",1,0,90,1,10,NA,NA,"Republican"
1,NA,1055,"tess",3,0,95,1,5,NA,NA,"Republican"
1,NA,1058,"tess",1,1,40,1,40,NA,NA,"Republican"
1,NA,1062,"tess",1,0,39,1,61,NA,NA,"Democrat"
1,NA,1064,"tess",1,0,50,1,50,NA,NA,"Democrat"
1,NA,1065,"tess",1,1,99,1,99,NA,NA,"Republican"
1,NA,1066,"tess",4,0,54,1,46,NA,NA,"Democrat"
1,NA,1067,"tess",2,1,1,1,1,NA,NA,"Republican"
1,NA,1068,"tess",2,0,61,1,39,NA,NA,"Republican"
1,NA,1081,"tess",4,0,50,1,50,NA,NA,"Democrat"
1,NA,1083,"tess",4,0,85,1,15,NA,NA,"Democrat"
1,NA,1084,"tess",1,1,68,1,68,NA,NA,"Republican"
1,NA,1087,"tess",2,1,41,1,41,NA,NA,"Democrat"
1,NA,1096,"tess",4,1,0,1,0,NA,NA,"Democrat"
1,NA,1097,"tess",2,1,69,1,69,NA,NA,"Republican"
1,NA,1100,"tess",4,0,89,1,11,NA,NA,"Republican"
1,NA,1104,"tess",2,0,50,1,50,NA,NA,"Democrat"
1,NA,1110,"tess",4,1,96,1,96,NA,NA,"Neither"
1,NA,1114,"tess",2,1,68,1,68,NA,NA,"Neither"
1,NA,1119,"tess",2,0,80,1,20,NA,NA,"Republican"
1,NA,1122,"tess",1,0,99,1,1,NA,NA,"Republican"
1,NA,1133,"tess",3,0,50,1,50,NA,NA,"Republican"
1,NA,1141,"tess",1,0,80,1,20,NA,NA,"Democrat"
1,NA,1147,"tess",3,0,50,1,50,NA,NA,"Democrat"
1,NA,1148,"tess",2,1,90,1,90,NA,NA,"Republican"
1,NA,1149,"tess",2,1,42,1,42,NA,NA,"Democrat"
1,NA,1150,"tess",4,1,70,1,70,NA,NA,"Democrat"
1,NA,1156,"tess",2,0,99,1,1,NA,NA,"Democrat"
1,NA,1172,"tess",4,0,99,1,1,NA,NA,"Republican"
1,NA,1178,"tess",1,0,47,1,53,NA,NA,"Republican"
1,NA,1182,"tess",3,0,35,1,65,NA,NA,"Republican"
1,NA,1192,"tess",4,0,43,1,57,NA,NA,"Democrat"
1,NA,1193,"tess",1,0,74,1,26,NA,NA,"Democrat"
1,NA,1208,"tess",2,1,93,1,93,NA,NA,"Republican"
1,NA,1220,"tess",4,0,100,1,0,NA,NA,"Democrat"
1,NA,1235,"tess",3,0,91,1,9,NA,NA,"Republican"
1,NA,1246,"tess",1,0,0,1,100,NA,NA,"Republican"
1,NA,1256,"tess",2,0,10,1,90,NA,NA,"Democrat"
1,NA,1259,"tess",4,0,86,1,14,NA,NA,"Democrat"
1,NA,1260,"tess",2,0,88,1,12,NA,NA,"Democrat"
1,NA,1265,"tess",3,0,52,1,48,NA,NA,"Republican"
1,NA,1277,"tess",1,0,50,1,50,NA,NA,"Republican"
1,NA,1282,"tess",4,1,54,1,54,NA,NA,"Republican"
1,NA,1284,"tess",4,0,98,1,2,NA,NA,"Democrat"
1,NA,1285,"tess",3,1,32,1,32,NA,NA,"Neither"
1,NA,1288,"tess",2,1,50,1,50,NA,NA,"Republican"
1,NA,1304,"tess",3,1,50,1,50,NA,NA,"Democrat"
1,NA,1306,"tess",4,0,98,1,2,NA,NA,"Democrat"
1,NA,1307,"tess",2,0,80,1,20,NA,NA,"Republican"
1,NA,1309,"tess",3,1,100,1,100,NA,NA,"Democrat"
1,NA,1311,"tess",1,0,25,1,75,NA,NA,"Democrat"
1,NA,1314,"tess",4,1,69,1,69,NA,NA,"Democrat"
1,NA,1321,"tess",4,0,91,1,9,NA,NA,"Republican"
1,NA,1330,"tess",1,1,20,1,20,NA,NA,"Republican"
1,NA,1336,"tess",4,1,50,1,50,NA,NA,"Republican"
1,NA,1348,"tess",2,0,40,1,60,NA,NA,"Democrat"
1,NA,1356,"tess",3,0,80,1,20,NA,NA,"Republican"
1,NA,1366,"tess",1,1,86,1,86,NA,NA,"Democrat"
1,NA,1376,"tess",4,0,97,1,3,NA,NA,"Democrat"
1,NA,1382,"tess",3,1,1,1,1,NA,NA,"Republican"
1,NA,1397,"tess",2,1,10,1,10,NA,NA,"Democrat"
1,NA,1402,"tess",1,1,100,1,100,NA,NA,"Republican"
1,NA,1408,"tess",1,0,90,1,10,NA,NA,"Democrat"
1,NA,1416,"tess",3,1,60,1,60,NA,NA,"Republican"
1,NA,1418,"tess",4,1,47,1,47,NA,NA,"Republican"
1,NA,1419,"tess",2,1,73,1,73,NA,NA,"Republican"
1,NA,1426,"tess",3,1,70,1,70,NA,NA,"Democrat"
1,NA,1444,"tess",3,1,56,1,56,NA,NA,"Democrat"
1,NA,1445,"tess",3,0,89,1,11,NA,NA,"Republican"
1,NA,1454,"tess",1,0,97,1,3,NA,NA,"Democrat"
1,NA,1461,"tess",4,1,90,1,90,NA,NA,"Democrat"
1,NA,1464,"tess",3,0,96,1,4,NA,NA,"Democrat"
1,NA,1468,"tess",1,0,39,1,61,NA,NA,"Republican"
1,NA,1485,"tess",3,1,43,1,43,NA,NA,"Democrat"
1,NA,1486,"tess",4,0,0,1,100,NA,NA,"Democrat"
1,NA,1491,"tess",2,1,100,1,100,NA,NA,"Republican"
1,NA,1500,"tess",4,0,96,1,4,NA,NA,"Democrat"
1,NA,1506,"tess",2,0,100,1,0,NA,NA,"Democrat"
1,NA,1507,"tess",4,1,70,1,70,NA,NA,"Democrat"
1,NA,1510,"tess",3,1,99,1,99,NA,NA,"Republican"
1,NA,1511,"tess",4,0,4,1,96,NA,NA,"Republican"
1,NA,1518,"tess",1,0,67,1,33,NA,NA,"Democrat"
1,NA,1523,"tess",4,1,50,1,50,NA,NA,"Republican"
1,NA,1530,"tess",1,0,49,1,51,NA,NA,"Republican"
1,NA,1532,"tess",3,1,38,1,38,NA,NA,"Republican"
1,NA,1541,"tess",3,0,51,1,49,NA,NA,"Republican"
1,NA,1551,"tess",1,1,29,1,29,NA,NA,"Republican"
1,NA,1552,"tess",2,0,12,1,88,NA,NA,"Republican"
1,NA,1553,"tess",1,0,1,1,99,NA,NA,"Democrat"
1,NA,1556,"tess",4,0,75,1,25,NA,NA,"Democrat"
1,NA,1563,"tess",4,1,98,1,98,NA,NA,"Republican"
1,NA,1565,"tess",1,0,90,1,10,NA,NA,"Democrat"
1,NA,1600,"tess",1,1,100,1,100,NA,NA,"Republican"
1,NA,1605,"tess",1,1,9,1,9,NA,NA,"Republican"
1,NA,1608,"tess",3,1,10,1,10,NA,NA,"Republican"
1,NA,1618,"tess",3,1,100,1,100,NA,NA,"Republican"
1,NA,1624,"tess",1,1,50,1,50,NA,NA,"Republican"
1,NA,1631,"tess",4,1,81,1,81,NA,NA,"Democrat"
1,NA,1634,"tess",4,0,89,1,11,NA,NA,"Democrat"
1,NA,1644,"tess",2,0,51,1,49,NA,NA,"Democrat"
1,NA,1654,"tess",4,0,91,1,9,NA,NA,"Democrat"
1,NA,1657,"tess",1,1,40,1,40,NA,NA,"Republican"
1,NA,1663,"tess",1,0,75,1,25,NA,NA,"Neither"
1,NA,1668,"tess",3,1,81,1,81,NA,NA,"Democrat"
1,NA,1669,"tess",4,1,80,1,80,NA,NA,"Democrat"
1,NA,1673,"tess",4,1,50,1,50,NA,NA,"Democrat"
1,NA,1674,"tess",4,1,51,1,51,NA,NA,"Republican"
1,NA,1689,"tess",2,0,97,1,3,NA,NA,"Democrat"
1,NA,1702,"tess",2,0,90,1,10,NA,NA,"Neither"
1,NA,1706,"tess",1,0,90,1,10,NA,NA,"Democrat"
1,NA,1724,"tess",1,0,75,1,25,NA,NA,"Democrat"
1,NA,1726,"tess",1,1,55,1,55,NA,NA,"Democrat"
1,NA,1728,"tess",2,0,70,1,30,NA,NA,"Democrat"
1,NA,1733,"tess",4,1,50,1,50,NA,NA,"Democrat"
1,NA,1739,"tess",4,1,40,1,40,NA,NA,"Republican"
1,NA,1756,"tess",2,1,90,1,90,NA,NA,"Democrat"
1,NA,1767,"tess",2,0,50,1,50,NA,NA,"Republican"
1,NA,1775,"tess",4,1,64,1,64,NA,NA,"Democrat"
1,NA,1798,"tess",3,1,0,1,0,NA,NA,"Democrat"
1,NA,1799,"tess",2,0,69,1,31,NA,NA,"Republican"
1,NA,1813,"tess",4,0,47,1,53,NA,NA,"Democrat"
1,NA,1815,"tess",2,0,83,1,17,NA,NA,"Republican"
1,NA,1824,"tess",2,1,100,1,100,NA,NA,"Republican"
1,NA,1832,"tess",1,0,60,1,40,NA,NA,"Republican"
1,NA,1834,"tess",4,1,100,1,100,NA,NA,"Neither"
1,NA,1835,"tess",3,1,94,1,94,NA,NA,"Neither"
1,NA,1841,"tess",3,0,76,1,24,NA,NA,"Republican"
1,NA,1847,"tess",1,1,61,1,61,NA,NA,"Republican"
1,NA,1850,"tess",1,0,80,1,20,NA,NA,"Republican"
1,NA,1851,"tess",4,1,88,1,88,NA,NA,"Democrat"
1,NA,1856,"tess",3,0,75,1,25,NA,NA,"Republican"
1,NA,1857,"tess",4,1,97,1,97,NA,NA,"Democrat"
1,NA,1863,"tess",2,0,50,1,50,NA,NA,"Republican"
1,NA,1870,"tess",3,1,75,1,75,NA,NA,"Republican"
1,NA,1890,"tess",2,1,75,1,75,NA,NA,"Democrat"
1,NA,1891,"tess",2,1,99,1,99,NA,NA,"Republican"
1,NA,1898,"tess",2,1,50,1,50,NA,NA,"Democrat"
1,NA,1899,"tess",4,1,95,1,95,NA,NA,"Democrat"
1,NA,1900,"tess",1,0,80,1,20,NA,NA,"Republican"
1,NA,1902,"tess",3,0,99,1,1,NA,NA,"Democrat"
1,NA,1910,"tess",4,1,99,1,99,NA,NA,"Republican"
1,NA,1924,"tess",2,1,36,1,36,NA,NA,"Democrat"
1,NA,1928,"tess",2,1,96,1,96,NA,NA,"Democrat"
1,NA,1930,"tess",1,0,80,1,20,NA,NA,"Democrat"
1,NA,1933,"tess",1,0,30,1,70,NA,NA,"Democrat"
1,NA,1935,"tess",4,0,100,1,0,NA,NA,"Republican"
1,NA,1939,"tess",3,1,86,1,86,NA,NA,"Democrat"
1,NA,1940,"tess",3,0,60,1,40,NA,NA,"Democrat"
1,NA,1945,"tess",3,1,8,1,8,NA,NA,"Democrat"
1,NA,1950,"tess",4,1,100,1,100,NA,NA,"Republican"
1,NA,1952,"tess",2,1,20,1,20,NA,NA,"Democrat"
1,NA,1953,"tess",2,0,76,1,24,NA,NA,"Republican"
1,NA,1960,"tess",1,1,80,1,80,NA,NA,"Republican"
1,NA,1966,"tess",4,0,88,1,12,NA,NA,"Republican"
1,NA,1973,"tess",2,0,90,1,10,NA,NA,"Democrat"
1,NA,1976,"tess",3,1,87,1,87,NA,NA,"Republican"
1,NA,1981,"tess",1,0,97,1,3,NA,NA,"Democrat"
1,NA,1982,"tess",2,1,99,1,99,NA,NA,"Democrat"
1,NA,1992,"tess",2,1,90,1,90,NA,NA,"Democrat"
1,NA,1994,"tess",2,1,98,1,98,NA,NA,"Republican"
1,NA,2001,"tess",4,0,98,1,2,NA,NA,"Republican"
1,NA,2017,"tess",1,1,63,1,63,NA,NA,"Democrat"
1,NA,2030,"tess",2,1,100,1,100,NA,NA,"Democrat"
1,NA,2033,"tess",1,0,86,1,14,NA,NA,"Democrat"
1,NA,2044,"tess",4,1,82,1,82,NA,NA,"Republican"
1,NA,2049,"tess",4,0,84,1,16,NA,NA,"Democrat"
1,NA,2056,"tess",4,1,50,1,50,NA,NA,"Republican"
1,NA,2057,"tess",1,1,72,1,72,NA,NA,"Republican"
1,NA,2060,"tess",2,0,62,1,38,NA,NA,"Democrat"
1,NA,2061,"tess",1,1,82,1,82,NA,NA,"Democrat"
1,NA,2066,"tess",3,0,98,1,2,NA,NA,"Republican"
1,NA,2072,"tess",3,1,98,1,98,NA,NA,"Democrat"
1,NA,2080,"tess",4,0,66,1,34,NA,NA,"Democrat"
1,NA,2082,"tess",2,1,100,1,100,NA,NA,"Democrat"
1,NA,2088,"tess",2,0,99,1,1,NA,NA,"Democrat"
1,NA,2090,"tess",1,1,0,1,0,NA,NA,"Democrat"
1,NA,2097,"tess",1,0,84,1,16,NA,NA,"Republican"
1,NA,2099,"tess",4,1,51,1,51,NA,NA,"Republican"
1,NA,2100,"tess",4,0,82,1,18,NA,NA,"Democrat"
1,NA,2104,"tess",1,0,99,1,1,NA,NA,"Republican"
1,NA,2107,"tess",1,1,34,1,34,NA,NA,"Republican"
1,NA,2120,"tess",3,1,50,1,50,NA,NA,"Republican"
1,NA,2124,"tess",2,1,88,1,88,NA,NA,"Republican"
1,NA,2137,"tess",1,1,82,1,82,NA,NA,"Democrat"
1,NA,2141,"tess",3,0,71,1,29,NA,NA,"Democrat"
1,NA,2147,"tess",2,0,91,1,9,NA,NA,"Democrat"
1,NA,2153,"tess",1,0,94,1,6,NA,NA,"Democrat"
1,NA,2169,"tess",2,0,98,1,2,NA,NA,"Democrat"
1,NA,2179,"tess",2,1,37,1,37,NA,NA,"Democrat"
1,NA,2180,"tess",2,0,68,1,32,NA,NA,"Democrat"
1,NA,2187,"tess",4,1,55,1,55,NA,NA,"Democrat"
1,NA,2188,"tess",4,0,50,1,50,NA,NA,"Republican"
1,NA,2190,"tess",2,1,52,1,52,NA,NA,"Neither"
1,NA,2195,"tess",4,1,50,1,50,NA,NA,"Republican"
1,NA,2196,"tess",4,1,90,1,90,NA,NA,"Republican"
1,NA,2197,"tess",2,0,60,1,40,NA,NA,"Republican"
1,NA,2207,"tess",4,1,47,1,47,NA,NA,"Republican"
1,NA,2208,"tess",3,1,0,1,0,NA,NA,"Democrat"
1,NA,2211,"tess",2,1,11,1,11,NA,NA,"Republican"
1,NA,2213,"tess",1,1,99,1,99,NA,NA,"Neither"
1,NA,2215,"tess",3,0,0,1,100,NA,NA,"Republican"
1,NA,2218,"tess",3,0,92,1,8,NA,NA,"Republican"
1,NA,2225,"tess",1,0,95,1,5,NA,NA,"Republican"
1,NA,2228,"tess",1,1,77,1,77,NA,NA,"Democrat"
1,NA,2230,"tess",4,1,99,1,99,NA,NA,"Republican"
1,NA,2235,"tess",1,1,90,1,90,NA,NA,"Republican"
1,NA,2238,"tess",1,1,83,1,83,NA,NA,"Democrat"
1,NA,2242,"tess",3,1,76,1,76,NA,NA,"Republican"
1,NA,2248,"tess",2,1,55,1,55,NA,NA,"Democrat"
1,NA,2253,"tess",4,1,99,1,99,NA,NA,"Democrat"
1,NA,2271,"tess",3,0,50,1,50,NA,NA,"Democrat"
1,NA,2272,"tess",4,0,50,1,50,NA,NA,"Democrat"
1,NA,2275,"tess",2,1,48,1,48,NA,NA,"Republican"
1,NA,2278,"tess",1,1,39,1,39,NA,NA,"Neither"
1,NA,2283,"tess",2,0,60,1,40,NA,NA,"Democrat"
1,NA,2286,"tess",2,1,94,1,94,NA,NA,"Democrat"
1,NA,2287,"tess",1,0,80,1,20,NA,NA,"Democrat"
1,NA,2291,"tess",3,1,50,1,50,NA,NA,"Republican"
1,NA,2308,"tess",4,1,100,1,100,NA,NA,"Democrat"
1,NA,2313,"tess",4,0,80,1,20,NA,NA,"Democrat"
1,NA,2315,"tess",4,1,75,1,75,NA,NA,"Democrat"
1,NA,2318,"tess",2,1,70,1,70,NA,NA,"Democrat"
1,NA,2322,"tess",1,0,70,1,30,NA,NA,"Republican"
1,NA,2337,"tess",1,1,20,1,20,NA,NA,"Democrat"
1,NA,2353,"tess",4,1,100,1,100,NA,NA,"Democrat"
1,NA,2356,"tess",3,0,81,1,19,NA,NA,"Republican"
1,NA,2359,"tess",3,1,99,1,99,NA,NA,"Democrat"
1,NA,2378,"tess",4,0,87,1,13,NA,NA,"Democrat"
1,NA,2379,"tess",4,0,63,1,37,NA,NA,"Republican"
1,NA,2381,"tess",4,1,92,1,92,NA,NA,"Democrat"
1,NA,2382,"tess",2,1,11,1,11,NA,NA,"Democrat"
1,NA,2383,"tess",1,0,80,1,20,NA,NA,"Republican"
1,NA,2393,"tess",1,1,90,1,90,NA,NA,"Democrat"
1,NA,2394,"tess",1,1,70,1,70,NA,NA,"Democrat"
1,NA,2398,"tess",2,0,1,1,99,NA,NA,"Democrat"
1,NA,2399,"tess",1,1,72,1,72,NA,NA,"Democrat"
1,NA,2405,"tess",4,1,69,1,69,NA,NA,"Democrat"
